T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,Dimension,q
1.1858846627066946,157.86613422632033,two-sided,0.23744968546233836,[-0.29  1.18],0.1863437970455612,0.325,0.21819369867116423,Positive Tone,0.6098888553576175
0.5112550146411373,157.4142404336733,two-sided,0.6098888553576175,[-3.17  5.38],0.08033597505963909,0.191,0.0800731518019396,Authenticity,0.6098888553576175
0.7553151832008207,159.76276536081937,two-sided,0.45117198124225344,[-0.55  1.22],0.11868633066099106,0.221,0.11665443605212426,Social Language,0.6098888553576175
