A,B,mean(A),mean(B),diff,se,T,df,pval,hedges
generated,none,3.959090909090909,3.806603773584906,0.15248713550600312,0.13938669920919533,1.0939862725147562,104.63030628061534,0.5199233393182724,0.2093821673394848
generated,premade,3.959090909090909,3.5277777777777777,0.4313131313131313,0.14936958400948783,2.8875566212043187,101.98549879672697,0.013050625086187817,0.5503289443212676
none,premade,3.806603773584906,3.5277777777777777,0.2788259958071282,0.15545812259253736,1.7935762452113455,103.75011262601481,0.1767694335588631,0.343898105740396
