T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,Dimension
0.007377607613640432,159.9999198290284,two-sided,0.9941227648247921,[-0.44  0.45],0.0011592791938974782,0.17,0.05000616044668029,Tone Variability
